Volcano Name,Country,Location,Latitude,Longitude,Type
Lanzarote,Spain,Canary Is,29.03,-13.63,Fissure vent
Tenerife,Spain,Canary Is,28.271,-16.641,Stratovolcano
Calatrava Volcanic Field,Spain,Spain,38.87,-4.02,Pyroclastic cones
Olot Volcanic Field,Spain,Spain,42.17,2.53,Pyroclastic cone
Liamuiga,St. Kitts & Nevis,W Indies,17.37,-62.8,Stratovolcano
Qualibou,St. Lucia,W Indies,13.83,-61.05,Caldera
Soufriere St. Vincent,St. Vincent & the Grenadines,W Indies,13.33,-61.18,Stratovolcano
Bayuda Volcanic Field,Sudan,Africa-N,18.33,32.75,Cinder cone
Kutum Volcanic Field,Sudan,Africa-N,14.57,25.85,Scoria cone
"Marra, Jebel",Sudan,Africa-N,12.95,24.27,Volcanic field
Meidob Volcanic Field,Sudan,Africa-N,15.32,26.47,Scoria cone
"Umm Arafieb, Jebel",Sudan,Africa-N,18.17,33.83,Shield volcano
Es Safa,Syria,Syria,33.08,37.15,Volcanic field
Sharat Kovakab,Syria,Syria,36.536,40.858,Volcanic field
Unnamed,Syria,Syria,32.658,36.425,Volcanic field
Unnamed,Syria,Syria,33.308,36.925,Volcanic field
Unnamed,Syria,Syria,36.67,37,Unknown
Unnamed,Syria,Syria,33.15,36.258,Volcanic field
Kueishantao,Taiwan,Taiwan,24.841,121.953,Stratovolcano
Unnamed,Taiwan,Taiwan-E of,24,121.83,Submarine volcano
Unnamed,Taiwan,Taiwan-E of,19.17,132.25,Submarine volcano
Unnamed,Taiwan,Taiwan-E of,21.83,121.18,Submarine volcano
Unnamed,Taiwan,Taiwan-E of,20.93,134.75,Submarine volcano
Unnamed,Taiwan,Taiwan-N of,25.42,122.33,Submarine volcano
Zengyu,Taiwan,Taiwan-N of,26.18,122.458,Submarine volcano
Igwisi Hills,Tanzania,Africa-E,-4.889,31.933,Tuff cone
Izumbwe-Mpoli,Tanzania,Africa-E,-8.93,33.4,Pyroclastic cone
Kilimanjaro,Tanzania,Africa-E,-3.07,37.35,Stratovolcano
Kyejo,Tanzania,Africa-E,-9.229,33.792,Stratovolcano
"Lengai, Ol Doinyo",Tanzania,Africa-E,-2.764,35.914,Stratovolcano
Meru,Tanzania,Africa-E,-3.244,36.75,Stratovolcano
Ngozi,Tanzania,Africa-E,-8.989,33.554,Caldera
Rungwe,Tanzania,Africa-E,-9.135,33.668,Stratovolcano
SW Usangu Basin,Tanzania,Africa-E,-8.75,33.8,Lava dome
Unnamed,Tanzania,Africa-E,-8.63,33.57,Pyroclastic cone
Nabukelevu,Tonga,Fiji Is-SW Pacific,-19.12,177.98,Lava domes
Curacoa,Tonga,Tonga-SW Pacific,-15.62,-173.67,Submarine volcano
Dugong,Tonga,Tonga-SW Pacific,-15.431,-175.725,Submarine
Fonuafo'ou,Tonga,Tonga-SW Pacific,-20.32,-175.42,Submarine volcano
Fonualei,Tonga,Tonga-SW Pacific,-18.023,-174.317,Stratovolcano
Home Reef,Tonga,Tonga-SW Pacific,-18.992,-174.775,Submarine volcano
Hunga Tonga-Hunga Ha'apai,Tonga,Tonga-SW Pacific,-20.536,-175.382,Submarine volcano
Kao,Tonga,Tonga-SW Pacific,-19.668,-175.016,Stratovolcano
Late,Tonga,Tonga-SW Pacific,-18.806,-174.65,Stratovolcano
Lateiki,Tonga,Tonga-SW Pacific,-19.18,-174.87,Submarine volcano
Lobster,Tonga,Tonga-SW Pacific,-15.333,-176.283,Submarine
Niuafo'ou,Tonga,Tonga-SW Pacific,-15.6,-175.63,Shield volcano
Niuatahi,Tonga,Tonga-SW Pacific,-15.379,-174.003,Caldera
Tafahi,Tonga,Tonga-SW Pacific,-15.85,-173.72,Submarine volcano
Tafu-Maka,Tonga,Tonga-SW Pacific,-15.37,-174.23,Submarine volcano
Tofua,Tonga,Tonga-SW Pacific,-19.75,-175.07,Caldera
Unnamed,Tonga,Tonga-SW Pacific,-21.07,-175.33,Not Volcanic
Unnamed,Tonga,Tonga-SW Pacific,-21.338,-175.65,Submarine volcano
Unnamed,Tonga,Tonga-SW Pacific,-20.852,-175.55,Submarine volcano
Unnamed,Tonga,Tonga-SW Pacific,-24.8,-177.02,Submarine volcano
Unnamed,Tonga,Tonga-SW Pacific,-21.15,-175.75,Submarine volcano
Unnamed,Tonga,Tonga-SW Pacific,-18.325,-174.365,Submarine volcano
West Mata,Tonga,Tonga-SW Pacific,-15.1,-173.75,Submarine volcano
Piparo,Trinidad,Trinidad,10,-61,Mud volcano
Acigol-Nevsehir,Turkey,Turkey,38.537,34.621,Maar
Ararat,Turkey,Turkey,39.7,44.3,Stratovolcano
Erciyes Dagi,Turkey,Turkey,38.531,35.447,Stratovolcano
Girekol,Turkey,Turkey,39.17,43.33,Unknown
Gollu Dag,Turkey,Turkey,38.25,34.57,Lava dome
Hasan Dagi,Turkey,Turkey,38.13,34.17,Stratovolcano
Karaca Dag,Turkey,Turkey,37.67,39.83,Shield volcano
Karapinar Field,Turkey,Turkey,37.667,33.6,Cinder cone
Kars Plateau,Turkey,Turkey,40.75,42.9,Volcanic field
Kula,Turkey,Turkey,38.58,28.52,Cinder cone
Nemrut Dagi,Turkey,Turkey,38.654,42.229,Stratovolcano
Suphan Dagi,Turkey,Turkey,38.92,42.82,Stratovolcano
Tenduruk Dagi,Turkey,Turkey,39.356,43.874,Shield volcano
Bufumbira,Uganda,Africa-C,-1.304,29.683,Cinder cone
Bunyaruguru,Uganda,Africa-C,-0.2,30.08,Explosion crater
Fort Portal,Uganda,Africa-C,0.7,30.25,Tuff cone
Katunga,Uganda,Africa-C,-0.471,30.191,Tuff cone
Katwe-Kikorongo,Uganda,Africa-C,-0.08,29.92,Tuff cone
Kyatwa,Uganda,Africa-C,0.45,30.25,Tuff cone
Muhavura,Uganda,Africa-C,-1.383,29.678,Stratovolcano
Nightingale Island,United Kingdom,Atlantic-S,-37.42,-12.48,Stratovolcano
Baluan,United States,Admiralty Is-SW Paci,-2.57,147.28,Stratovolcano
Central Bismarck Sea,United States,Admiralty Is-SW Paci,-3.03,147.78,Submarine volcano
Aniakchak,United States,Alaska Peninsula,56.88,-158.17,Caldera
Black Peak,United States,Alaska Peninsula,56.552,-158.785,Stratovolcano
Chiginagak,United States,Alaska Peninsula,57.135,-156.99,Stratovolcano
Dana,United States,Alaska Peninsula,55.641,-161.214,Stratovolcano
Denison,United States,Alaska Peninsula,58.418,-154.449,Stratovolcano
Douglas,United States,Alaska Peninsula,58.855,-153.542,Stratovolcano
Dutton,United States,Alaska Peninsula,55.183,-162.276,Stratovolcano
Emmons Lake,United States,Alaska Peninsula,55.341,-162.073,Caldera
Fourpeaked,United States,Alaska Peninsula,58.77,-153.672,Stratovolcano
Frosty,United States,Alaska Peninsula,55.067,-162.835,Stratovolcano
Griggs,United States,Alaska Peninsula,58.354,-155.092,Stratovolcano
Kaguyak,United States,Alaska Peninsula,58.608,-154.028,Stratovolcano
Katmai,United States,Alaska Peninsula,58.28,-154.963,Stratovolcano
Kialagvik,United States,Alaska Peninsula,57.203,-156.745,Stratovolcano
Kukak,United States,Alaska Peninsula,58.453,-154.355,Stratovolcano
Kupreanof,United States,Alaska Peninsula,56.011,-159.797,Stratovolcano
Mageik,United States,Alaska Peninsula,58.195,-155.253,Stratovolcano
Martin,United States,Alaska Peninsula,58.172,-155.361,Stratovolcano
Novarupta,United States,Alaska Peninsula,58.27,-155.157,Caldera
Pavlof,United States,Alaska Peninsula,55.417,-161.894,Stratovolcano
Pavlof Sister,United States,Alaska Peninsula,55.457,-161.854,Stratovolcano
Snowy Mountain,United States,Alaska Peninsula,58.336,-154.682,Stratovolcano
Steller,United States,Alaska Peninsula,58.43,-154.4,Unknown
Stepovak Bay 2,United States,Alaska Peninsula,55.913,-160.041,Cinder cone
Stepovak Bay 3,United States,Alaska Peninsula,55.929,-160.002,Cinder cone
Stepovak Bay 4,United States,Alaska Peninsula,55.954,-159.954,Stratovolcano
Stepovak Bay Group,United States,Alaska Peninsula,55.917,-160.017,Volcanic field
Trident,United States,Alaska Peninsula,58.236,-155.1,Stratovolcano
Ugashik-Peulik,United States,Alaska Peninsula,57.751,-156.368,Stratovolcano
Ukinrek Maars,United States,Alaska Peninsula,57.832,-156.51,Maar
Unnamed,United States,Alaska Peninsula,57.87,-155.411,Lava dome
Veniaminof,United States,Alaska Peninsula,56.17,-159.38,Stratovolcano
Yantarni,United States,Alaska Peninsula,57.019,-157.185,Stratovolcano
Buzzard Creek,United States,Alaska-E,64.062,-148.433,Tuff rings
Churchill,United States,Alaska-E,61.38,-141.75,Stratovolcano
Gordon,United States,Alaska-E,62.13,-143.08,Cinder cone
Sanford,United States,Alaska-E,62.22,-144.13,Shield volcano
Wrangell,United States,Alaska-E,62.006,-144.017,Shield volcano
Behm Canal-Rudyerd Bay,United States,Alaska-SE,55.32,-131.05,Cinder cone
Duncan Canal,United States,Alaska-SE,56.5,-133.1,Unknown
Edgecumbe,United States,Alaska-SE,57.05,-135.75,Stratovolcano
Tlevak Strait-Suemez Island,United States,Alaska-SE,55.25,-133.3,Volcanic field
Augustine,United States,Alaska-SW,59.363,-153.43,Lava dome
Hayes,United States,Alaska-SW,61.64,-152.411,Stratovolcano
Iliamna,United States,Alaska-SW,60.032,-153.09,Stratovolcano
Redoubt,United States,Alaska-SW,60.485,-152.742,Stratovolcano
Spurr,United States,Alaska-SW,61.299,-152.251,Stratovolcano
Espenberg,United States,Alaska-W,66.35,-164.33,Volcanic field
Imuruk Lake,United States,Alaska-W,65.517,-163.45,Shield volcano
Imuruk Lake,United States,Alaska-W,65.6,-163.92,Shield volcano
Ingakslugwat Hills,United States,Alaska-W,61.43,-164.47,Cinder cone
Kookooligit Mountains,United States,Alaska-W,63.6,-170.43,Shield volcano
St. Michael,United States,Alaska-W,63.45,-162.12,Shield volcano
St. Paul Island,United States,Alaska-W,57.18,-170.3,Shield
Akutan,United States,Aleutian Is,54.134,-165.986,Stratovolcano
Amak,United States,Aleutian Is,55.424,-163.149,Stratovolcano
Amukta,United States,Aleutian Is,52.5,-171.252,Stratovolcano
Atka Volcanic Complex,United States,Aleutian Is,52.331,-174.139,Stratovolcano
Bobrof,United States,Aleutian Is,51.91,-177.438,Stratovolcano
Bogoslof,United States,Aleutian Is,53.93,-168.03,Submarine volcano
Buldir,United States,Aleutian Is,52.35,175.911,Stratovolcano
Carlisle,United States,Aleutian Is,52.894,-170.054,Stratovolcano
Chagulak,United States,Aleutian Is,52.577,-171.13,Stratovolcano
Cleveland,United States,Aleutian Is,52.825,-169.944,Stratovolcano
Davidof,United States,Aleutian Is,51.97,178.33,Stratovolcano
Fisher,United States,Aleutian Is,54.65,-164.43,Stratovolcano
Gareloi,United States,Aleutian Is,51.79,-178.794,Stratovolcano
Great Sitkin,United States,Aleutian Is,52.076,-176.13,Stratovolcano
Herbert,United States,Aleutian Is,52.742,-170.111,Stratovolcano
Isanotski,United States,Aleutian Is,54.765,-163.723,Stratovolcano
Kagamil,United States,Aleutian Is,52.974,-169.72,Stratovolcano
Kanaga,United States,Aleutian Is,51.923,-177.168,Stratovolcano
Kasatochi,United States,Aleutian Is,52.177,-175.508,Stratovolcano
Kiska,United States,Aleutian Is,52.103,177.602,Stratovolcano
Koniuji,United States,Aleutian Is,52.22,-175.13,Stratovolcano
Korovin,United States,Aleutian Is,52.381,-174.166,Stratovolcano(es)
Little Sitkin,United States,Aleutian Is,51.95,178.543,Stratovolcano
Makushin,United States,Aleutian Is,53.891,-166.923,Stratovolcano
Moffett,United States,Aleutian Is,51.944,-176.747,Stratovolcano
Okmok,United States,Aleutian Is,53.43,-168.13,Shield volcano
Recheschnoi,United States,Aleutian Is,53.157,-168.539,Stratovolcano
Roundtop,United States,Aleutian Is,54.8,-163.589,Stratovolcano
Seguam,United States,Aleutian Is,52.315,-172.51,Stratovolcano
Segula,United States,Aleutian Is,52.015,178.136,Stratovolcano
Semisopochnoi,United States,Aleutian Is,51.93,179.58,Stratovolcano
Sergief,United States,Aleutian Is,52.03,-174.93,Stratovolcano
Shishaldin,United States,Aleutian Is,54.756,-163.97,Stratovolcano
Takawangha,United States,Aleutian Is,51.873,-178.006,Stratovolcano
Tana,United States,Aleutian Is,52.83,-169.77,Stratovolcanoes
Tanaga,United States,Aleutian Is,51.885,-178.146,Stratovolcano
Uliaga,United States,Aleutian Is,53.065,-169.77,Stratovolcano
Unnamed,United States,Aleutian Is,52,-173.5,Submarine volcano
Vsevidof,United States,Aleutian Is,53.13,-168.693,Stratovolcano
Westdahl,United States,Aleutian Is,54.516,-164.65,Stratovolcano
Yunaska,United States,Aleutian Is,52.643,-170.629,Shield volcano
Haleakala,United States,Hawaiian Is,20.708,-156.25,Shield volcano
Hualalai,United States,Hawaiian Is,19.692,-155.87,Shield volcano
Kama'ehuakanaloa,United States,Hawaiian Is,18.92,-155.27,Submarine volcano
Kilauea,United States,Hawaiian Is,19.421,-155.287,Shield volcano
Mauna Kea,United States,Hawaiian Is,19.82,-155.47,Shield volcano
Mauna Loa,United States,Hawaiian Is,19.475,-155.608,Shield volcano
Unnamed,United States,Hawaiian Is,23.58,-163.83,Submarine volcano
Unnamed,United States,Hawaiian Is,21.75,-158.75,Submarine volcano
Agrigan,United States,Mariana Is-C Pacific,18.77,145.67,Stratovolcano
Ahyi,United States,Mariana Is-C Pacific,20.42,145.03,Submarine volcano
Alamagan,United States,Mariana Is-C Pacific,17.6,145.83,Stratovolcano
Anatahan,United States,Mariana Is-C Pacific,16.35,145.67,Stratovolcano
Asuncion,United States,Mariana Is-C Pacific,19.671,145.406,Stratovolcano
East Diamante,United States,Mariana Is-C Pacific,15.93,145.67,Submarine volcano
Esmeralda Bank,United States,Mariana Is-C Pacific,15,145.25,Submarine volcano
Farallon de Pajaros,United States,Mariana Is-C Pacific,20.546,144.893,Stratovolcano
Forecast Seamount,United States,Mariana Is-C Pacific,13.4,143.92,Submarine volcano
Guguan,United States,Mariana Is-C Pacific,17.307,145.845,Stratovolcano
Kasuga 2,United States,Mariana Is-C Pacific,21.6,143.637,Submarine volcano
Mariana Back-Arc Segment at 15.5°N,United States,Mariana Is-C Pacific,15.406,144.506,Submarine
Maug Islands,United States,Mariana Is-C Pacific,20.02,145.22,Stratovolcano
NW Eifuku,United States,Mariana Is-C Pacific,21.485,144.043,Submarine volcano
NW Rota-1,United States,Mariana Is-C Pacific,14.601,144.775,Submarine volcano
Pagan,United States,Mariana Is-C Pacific,18.13,145.8,Stratovolcano
Ruby,United States,Mariana Is-C Pacific,15.62,145.57,Submarine volcano
Sarigan,United States,Mariana Is-C Pacific,16.708,145.78,Stratovolcano
Seamount X,United States,Mariana Is-C Pacific,13.25,144.02,Submarine volcano
South Sarigan Seamount,United States,Mariana Is-C Pacific,16.58,145.78,Submarine
Supply Reef,United States,Mariana Is-C Pacific,20.13,145.1,Submarine volcano
Unnamed,United States,Mariana Is-C Pacific,21,142.9,Submarine volcano?
Unnamed,United States,Mariana Is-C Pacific,20.3,143.2,Submarine volcano?
Zealandia Bank,United States,Mariana Is-C Pacific,16.88,145.85,Stratovolcano
Ofu-Olosega,United States,Samoa-SW Pacific,-14.175,-169.618,Shield volcano
Ta'u,United States,Samoa-SW Pacific,-14.23,-169.454,Shield volcano
Vailulu'u,United States,Samoa-SW Pacific,-14.215,-169.058,Submarine volcano
San Francisco Volcanic Field,United States,US-Arizona,35.347,-111.678,Cinder cone
Uinkaret Field,United States,US-Arizona,36.38,-113.13,Volcanic field
Big Cave,United States,US-California,40.955,-121.365,Shield volcano
Brushy Butte,United States,US-California,41.178,-121.443,Shield volcano
Clear Lake,United States,US-California,38.97,-122.77,Volcanic field
Coso Volc Field,United States,US-California,36.03,-117.82,Lava dome
Eagle Lake Field,United States,US-California,40.63,-120.83,Fissure vent
Golden Trout Creek,United States,US-California,36.358,-118.32,Volcanic field
Inyo Craters,United States,US-California,37.692,-119.02,Lava dome
Lassen Volcanic Center,United States,US-California,40.492,-121.508,Stratovolcano
Lavic Lake,United States,US-California,34.75,-116.625,Volcanic field
Mammoth Mountain,United States,US-California,37.631,-119.032,Cinder cone
Medicine Lake,United States,US-California,41.611,-121.554,Shield volcano
Mono Lake Volcanic Field,United States,US-California,38,-119.03,Cinder cone
Mono-Inyo Craters,United States,US-California,37.804,-119.029,Lava dome
Salton Buttes,United States,US-California,33.197,-115.616,Cinder cone
Shasta,United States,US-California,41.409,-122.193,Stratovolcano
Tumble Buttes,United States,US-California,40.68,-121.55,Cinder cone
Twin Buttes,United States,US-California,40.78,-121.6,Cinder cone
Ubehebe Craters,United States,US-California,37.02,-117.45,Maar
Dotsero,United States,US-Colorado,39.661,-107.035,Maar
Black Butte Crater Lava Field,United States,US-Idaho,43.183,-114.352,Cinder cone
Craters of the Moon,United States,US-Idaho,43.42,-113.5,Cinder cone
Hell's Half Acre,United States,US-Idaho,43.5,-112.45,Shield volcano
Wapi Lava Field,United States,US-Idaho,42.88,-113.22,Shield volcano
Soda Lakes,United States,US-Nevada,39.53,-118.87,Lava dome
Carrizozo,United States,US-New Mexico,33.78,-105.93,Cinder cone
Red Hill,United States,US-New Mexico,34.25,-108.83,Volcanic field
Zuni-Bandera,United States,US-New Mexico,34.8,-108,Volcanic field
Bachelor,United States,US-Oregon,43.979,-121.688,Stratovolcano
Belknap,United States,US-Oregon,44.285,-121.841,Shield volcano
Blue Lake Crater,United States,US-Oregon,44.411,-121.774,Maar
Cinnamon Butte,United States,US-Oregon,43.241,-122.108,Cinder cone
Crater Lake,United States,US-Oregon,42.93,-122.12,Caldera
Davis Lake,United States,US-Oregon,43.57,-121.82,Volcanic field
Devils Garden,United States,US-Oregon,43.512,-120.861,Volcanic field
Diamond Craters,United States,US-Oregon,43.1,-118.75,Volcanic field
Four Craters Lava Field,United States,US-Oregon,43.361,-120.669,Volcanic field
Hood,United States,US-Oregon,45.374,-121.695,Stratovolcano
Jefferson,United States,US-Oregon,44.674,-121.8,Stratovolcano
Jordan Craters,United States,US-Oregon,43.147,-117.46,Volcanic field
Newberry,United States,US-Oregon,43.722,-121.229,Shield volcano
Sand Mountain Field,United States,US-Oregon,44.38,-121.93,Cinder cone
South Sister,United States,US-Oregon,44.1,-121.77,Complex volcano
Squaw Ridge Field,United States,US-Oregon,43.472,-120.754,Volcanic field
Three Sisters,United States,US-Oregon,44.133,-121.767,Complex volcano
Bald Knoll,United States,US-Utah,37.328,-112.408,Cinder cone
Black Rock Desert,United States,US-Utah,38.97,-112.5,Volcanic field
Markagunt Plateau,United States,US-Utah,37.58,-112.67,Volcanic field
Santa Clara,United States,US-Utah,37.257,-113.625,Volcanic field
Adams,United States,US-Washington,46.206,-121.49,Stratovolcano
Baker,United States,US-Washington,48.777,-121.813,Stratovolcano
Glacier Peak,United States,US-Washington,48.112,-121.113,Stratovolcano
Indian Heaven,United States,US-Washington,45.93,-121.82,Shield volcano
Rainier,United States,US-Washington,46.853,-121.76,Stratovolcano
St. Helens,United States,US-Washington,46.2,-122.18,Stratovolcano
West Crater,United States,US-Washington,45.88,-122.08,Volcanic field
Yellowstone,United States,US-Wyoming,44.43,-110.67,Caldera
Ambae,Vanuatu,Vanuatu-SW Pacific,-15.389,167.835,Shield volcano
Ambrym,Vanuatu,Vanuatu-SW Pacific,-16.25,168.12,Pyroclastic shield
Aneityum,Vanuatu,Vanuatu-SW Pacific,-20.2,169.78,Stratovolcano
Epi,Vanuatu,Vanuatu-SW Pacific,-16.68,168.37,Stratovolcano
Gaua,Vanuatu,Vanuatu-SW Pacific,-14.281,167.514,Stratovolcano
Kuwae,Vanuatu,Vanuatu-SW Pacific,-16.829,168.536,Caldera
Lopevi,Vanuatu,Vanuatu-SW Pacific,-16.507,168.346,Stratovolcano
Mere Lava,Vanuatu,Vanuatu-SW Pacific,-14.45,168.05,Stratovolcano
Motlav,Vanuatu,Vanuatu-SW Pacific,-13.67,167.67,Stratovolcano
NE Shepherd Islands,Vanuatu,Vanuatu-SW Pacific,-16.992,168.592,Stratovolcano
North Vate,Vanuatu,Vanuatu-SW Pacific,-17.47,168.353,Stratovolcano
Suretamatai,Vanuatu,Vanuatu-SW Pacific,-13.8,167.47,Complex volcano
Traitor's Head,Vanuatu,Vanuatu-SW Pacific,-18.754,169.238,Stratovolcano
Yasur,Vanuatu,Vanuatu-SW Pacific,-19.532,169.447,Stratovolcano
Bas Dong Nai,Vietnam,SE Asia,10.8,107.2,Volcanic field
"Cendres, Ile des",Vietnam,SE Asia,10.158,109.014,Submarine volcanoes
Haut Dong Nai,Vietnam,SE Asia,11.6,108.2,Volcanic field
Ly Son Group,Vietnam,SE Asia,15.38,109.12,Volcanic field
Toroeng Prong,Vietnam,SE Asia,14.93,108,Cinder cone
Veteran,Vietnam,SE Asia,9.83,109.05,Submarine volcano
Wallis Islands,Wallis & Futuna,SW Pacific,-13.3,-176.17,Shield volcano
"Arhab, Harra of",Yemen,Arabia-S,15.63,44.08,Volcanic field
Balhaf-Bir Ali Volcanic Field,Yemen,Arabia-S,14.067,48.3,Volcanic field
Bir Borhut,Yemen,Arabia-S,15.515,50.935,Volcanic field
"Dhamar, Harras of",Yemen,Arabia-S,14.57,44.67,Volcanic field
"Haylan, Jabal",Yemen,Arabia-S,15.4,45.1,Volcanic field
"Marha, Jabal el-",Yemen,Arabia-S,15.245,44.236,Tuff cone
"Sawad, Harra Es-",Yemen,Arabia-S,13.58,46.12,Volcanic field
Hanish,Yemen,Red Sea,13.72,42.73,Shield volcano
"Tair, Jebel at",Yemen,Red Sea,15.55,41.83,Stratovolcano
Zubair Group,Yemen,Red Sea,15.05,42.18,Shield volcano
Zukur,Yemen,Red Sea,14.02,42.75,Shield volcano